 074 | وَ وَقْتی ظاهِرَنْ تَنْها اَطْرافِ زَمینِ گُلْفْ قَدَمْ می‌زَنَدْ  | vˈa vˈaq1ti zɑhˈeran tˈanhɑ ˈaːtrˈɑfe zamˈine ɡˈolf q1ˈadam mizˈanad
 075 | وَ بِ تَماشایِ گیاهانِ کاکْتوسْ وَ کَنَفْ می‌ایسْتَدْ  | vˈa beː tamˈɑʃˈɑje ɡˌiːɑːhˈɑne kˈɑktuːs vˈa kˈanaf miˈiːstad
 076 | مُمْکِنْ اَسْتْ خِیْلی زودْ  | mˈomken ˈast xˈejli zˈuːd
 077 | بِ اینْ اِطْمینانْ بِرِسیمْ کِ شَخْصْ مُدِ نَظَرِ خُدْ مَعْشوقْ اَسْتْ  | beː iːn etmˈinɑn berˈesim kˈeː ʃˈaxs mˈode nˈazarˌe xod mˈaʔʃuq1 ˈast
 078 | اَصْلَنْ لازِمْ نَبودِ کِ با هَمْ صُحْبَتْ کُنیمْ  | ˈaslan lˈɑzem nˈabuːdˌeː kˈeː bɑ hˈam sˈohbat kˈonim
 079 | حَتّا شایَدْ نامَشْ را هَمْ نَدانیمْ  | hˌattˈɑ ʃˈɑjad nˈɑmaʃ rɑ hˈam nˈadˈɑnim
 080 | آنْچِ اَهَمّیَتْ دارَدْ شَنْبِ دَرونی اَسْتْ  | ˌɑntʃe ˌahammˈiːjat dˈɑrad ʃˈanbeː darˈuni ˈast
 081 | حِسیِ خُدْ جوشْ کِ حَتّا بیشْ اَزْ پیشْ صَحیحْ وَ شایِسْتِ‌یِ اِحْتِرامْ بِ نَظَرْ می‌رِسَدْ  | hesˈie xod dʒˈuːʃ kˈeː hˌattˈɑ bˈiʃ az pˈiʃ sˈahih vˈa ʃɑjˈesteːjˈe ˌehterˈɑm beː nˈazar mirˈesad
 082 | چِراکِ فَرآیَنْدِ طَبیعیِ مَنْطِقْ را دورْ زَدِ_اَسْتْ  | tʃerˈɑke farˈɑjandˌe tˌabiʔˈie mˈanteq1 rɑ dˈuːr zˈadeː ˈast
 083 | شِیْدایی حُلِ مِحْوَرِ چَنْدْ اَصْلِ اَوَّلیِ  | ʃejdˈɑiː hˈoːle mehvˈare tʃˈand ˈaːsle ˈavvalˌije
 084 | مُتِبَلْوِرْ می‌شَوَدْ  | mˌotebˈalver miʃavˈad
 085 | دَمْپاییِ لاانْگَشْتی کِ سَهْلْ اِنْگارانِ اَزْ پایی آویزانْ اَسْتْ  | dampˈɑiːˌe lˈɑˈɑnɡaʃtˌi kˈeː sˈahl ˌenɡɑrˈɑneː az pˈɑiː ˈɑvizˌɑn ˈast
 086 | نُسْخِ‌یِ جَدیدِ کاغَذی رُمانِ سیذارْتا  | nˈosxeːjˈe dʒadˈide kɑq1ˈazi romˈɑne sizˈɑrtˈɑ
 087 | اَثَرِ هَرِمانْ هَسِ  | aːsˈare harˌemɑn hˈaseː
 088 | رویِ حُلِ‌ای کِنارِ کَرَمِ ضِدِّ آفْتابْ  | rujˈe hˈoleːiː kenˈɑːre karˈame zeddˈe ˈɑftˈɑb
 089 | اَبْروهایِ مُرَتَّبْ  | ˈaːbruːhˈɑje morˈattab
 090 | حَواسِ پَرْتی  | havˈɑse pˈarti
 091 | دَرْ جَوابْ دادَنْ بِ پِدَرْ وَ مادَرْ  | dˈar dʒˈavɑb dˈɑdan beː pˈedar vˈa mˈɑdar
 092 | وَ نَحْوِ‌یِ گَذاشْتَنِ کَفِ دَسْتَشْ زیرِ چانِ‌اَشْ زَمانی کِ دَرْ بوفِ‌یِ عَصْرانِ‌یِ  | vˈa nahvˈejˈe ɡazˈɑʃtanˌe kˈafe dˈastaʃ zˈire tʃˈɑneːaʃ zamˈɑni kˈeː dˈar bˈuːfeːjˈe aːsrˈɑneːjˈe
 093 | تِکِّ‌هاییِ کوچَکْ اَزْ دِسِرِ شُکُلاتی دَرْ دَهانَشْ می‌گُذارَدْ  | tˈekkeːhɑˈiːe kˈuːtʃak az desˈere ʃˌokolˈɑti dˈar dahˈɑnaʃ miɡozˈɑrad
 094 | رَبیعْ  | rˈabiʔ
 095 | بِ پِیْرَوی اَزْ غَریزِ‌یِ خُدْ  | beː pejrˈavi az q1arˈizeːjˈe xˈod
 096 | با دَرْ نَظَرْ گِرِفْتَنِ اینْ جُزْئیاتِ شَخْصیَتی دَرْ ذِهْنْ شِکْلْ می‌دَهَدْ  | bɑ dˈar nˈazar ɡˌereftˈane iːn dʒˌozʔijˈɑte ʃˌaxsiːjˈati dˈar zˈehn ʃˈekl midˈahad
 097 | بِ پَرِّ‌هایِ چوبیِ پَنْکِ سَقْفی اُتاقَشْ کِ میچَرْخَنْدْ  | beː pˈarrehɑjˈe tʃuːbˈie pˈankeː sˈaq1fi otˈɑːq1aʃ kˈeː mitʃˈarxand
 098 | نِگاهْ می‌کُنَدْ  | nˈeɡɑh mikˈonad
 099 | وَ دَرْ ذِهْنَشْ  | vˈa dˈar zˈehnaʃ
 100 | داسْتانِ زِنْدِگیِ خُدْ با آنْ دُخْتَرَکْ را می‌نَگارْدْ  | dɑstˈɑne zˈendeɡˌie xod bɑ ɑn doxtˈarak rɑ minˈaɡɑrd
 101 | دُخْتَرْ غَمْگینْ خاهَدْ_بودْ  | dˈoxtar q1ˈamɡin xˈɑhad bˈuːd
 102 | وَ سَرْدْ وَ گَرْمِ روزْگارْ چِشیدِ  | vˈa sˈard vˈa ɡˈarme ruːzɡˈɑr tʃeʃˈide
 103 | رَبیعْ را رازْدارِ خُدْ خاهَدْ_دانِسْتْ  | rˈabiʔ rɑ rˈɑzdɑrˌe xod xˈɑhad dˈɑnest
 104 | وَ دُروییِ دیگَرانْ را بِ تَمَسْخُرْ خاهَدْ_گِرِفْتْ  | vˈa doruˈiːe diɡˈarɑn rɑ beː tamˈasxor xˈɑhad ɡˈereft
 105 | گاهی بَرایِ حُضورْ دَرْ مِهْمانی  | ɡˈɑhi bˌarɑjˈe hˈozuːr dˈar mehmˈɑni
 106 | وَ جَمْعی دیگَرْ دُخْتَرانِ مَدْرِسِ  | vˈa dʒˈamʔi dˈiɡar dˌoxtarˈɑne madrˈese
 107 | مُضْطَرِبْ خاهَدْ_بودْ کِ اَلْبَتِّ  | moztˈareb xˈɑhad bˈuːd kˈeː albˈatteː
 108 | نِشانِ‌یِ شَخْصیَتِ حَسّاسْ وَ عَمیقِ پوسْتِ  | neʃˈɑnejˈe ʃˌaxsiːjˈate hˈassɑs vˈa aːmˈiq1e pˈuːste
 109 | او تَنْها بودِ  | ˈuː tˈanhɑ bˈuːdeː
 110 | وَ تاکُنونْ اَسْرارِ خُدْ را  | vˈa tɑkˈonun ˈaːsrˈɑre xod rˈɑ
 111 | با هیچْ کَسْ دَرْ میانْ نَگُذاشْتِ_اَسْتْ  | bɑ hˈitʃ kˈas dˈar mˈiɑn nˈaɡˈozɑʃtˌeː ˈast
 112 | آنْها دَسْتْ دَرْ دَسْتِ یِکْدیگَرْ  | ˌɑnhɑ dˈast dˈar dˈaste jekdˈiɡar
 113 | رویِ تَخْتِخابِ دُخْتَرَکِ  | rujˈe tˌaxtexˈɑbe dˌoxtarˈake
 114 | بازیِ گوشانِ می‌نِشینَنْدْ  | bɑzˈie ɡuːʃˈɑneː mineʃˈinand
 115 | او نیزْ هَرْگِزْ تَصَوُّرْ نِمی‌نِمی‌کَرْدِ  | ˈuː nˈiz hˈarɡez tasˈavvor nˌeminˌemikˈardeː
 116 | کِ چِنینْ پِیْوَنْدی بِیْنِ دُ نَفَرْ  | kˈeː tʃˈenin pejvˈandi bˈejne dˈo nˈafar
 117 | اِمْکانْپَذیرْ باشَدْ  | ˌemkɑnpˈazir bˈɑʃad
 118 | سِپَسْ یِکْ روزِ صُبْحْ رَبیعْ می‌بینَدْ کِ دُخْتَرَکْ بی خَبَرْ رَفْتِ  | sˈepas jˈek rˈuːze sˈobh rˈabiʔ mibˈinad kˈeː doxtˈarak bi xˈabar rˈafteː
 119 | وَ یِکْ زُجِ هُلَنْدی  | vˈa jˈek zˈoːdʒe holˈandi
 120 | با دُ پِسَرِ کوچَکِ شانْ بِ جایِ او سَرِ میزْ نِشَسْتِ‌اَنْدْ  | bɑ dˈo pesˈare kuːtʃˈake ʃˈɑn beː dʒˌɑje ˈuː sˈare mˈiz neʃˈasteːˈand
 121 | مُدیرِ هُتِلْ تُضیحْ می‌دَهَدْ  | modˈire hˈotel tˈozih midˈahad
 122 | کِ او بِ هَمْراه‌یِ پِدَرْ وَ مادَرَشْ صُبْحِ زودْ هُتِلْ را تَرْکْ کَرْدِ  | kˈeː ˈuː beː hamrˈɑhjˈe pˈedar vˈa mɑdˈaraʃ sˈobhe zˈuːd hˈotel rɑ tˈark kˈardeː
 123 | تا با پَرْوازِ ایرْفَرانْسْ راهی خانِ شَوَنْدْ  | tɑː bɑ parvˈɑze ˌiːrfarˈɑns rˈɑhi xˈɑneː ʃˈavand
 124 | کُلِ اینْ ماجَرا را می‌تَوانْ فَراموشْ کَرْدْ  | kˈole iːn mɑdʒˈarɑ rɑ mitˈavɑn farˈɑmuʃ kˈard
 125 | آنْها دیگَرْ هیچْ وَقْتْ یِکْدیگَرْ را نَخاهَنْدْ_دیدْ  | ˌɑnhɑ dˈiɡar hˈitʃ vˈaq1t jekdˈiɡar rɑ nˈaxˈɑhand dˈid
 126 | رَبیعْ بِ هیچْ کَسْ چیزی نَخاهَدْ_گُفْتْ  | rˈabiʔ beː hˈitʃ kˈas tʃˈizi nˈaxɑhˌad ɡˈoft
 127 | دَسْتَشْ هَرْگِزْ بِ دُخْتَرَکْ نَخاهَدْ_رِسیدْ  | dˈastaʃ hˈarɡez beː doxtˈarak nˈaxɑhˌad rˈesid
 128 | با اینْ حالْ  | bɑ iːn hˈɑl
 129 | اَگَرْ داسْتانْ اَزْ اینْجا آغازْ می‌شَوَدْ  | ˌaɡˈar dˈɑstɑn az ˈindʒɑ ˈɑq1ˈɑz miʃavˈad
 130 | دَلیلَشْ اینْ اَسْتْ کِ دَرْکِ او اَزْ عِشْقِ سالْها هَمانی خاهَدْ_بودْ  | dalˈilaʃ iːn ˈast kˈeː dˈarke ˈuː az ˈeːʃq1e sˈɑlhɑ hamˈɑni xˈɑhad bˈuːd
 131 | کِ اَوَّلینْ بارْ دَرْ هُتِلِ کازا اِلْ سورْ  | kˈeː avvˈalin bˈɑr dˈar hotˈele kˈɑzˈɑ ˈel sˈuːr
 132 | دَرْ تابِسْتانْ شانْزْدَهْ سالِگی‌اَشْ شِکْلْ گِرِفْتِ_اَسْتْ  | dˈar tˈɑbestˌɑn ʃˈɑnzdah sˈɑleɡˌiaʃ ʃˈekl ɡerˈefteː ˈast
 133 | اَگَرْچِ دَرْ طولِ سالیانِ آتیِ  | ˌaɡˈartʃe dˈar tˈuːle sˈɑliˌɑne ˈɑtiˌe
 134 | بِسْیاری اَزْ خِصْلَت‌هایِ رَبیعْ  | besjˈɑri az xˈeslathɑjˈe rˈabiʔ
 135 | تَغییْرْ خاهَدْ_کَرْدْ وَ پُخْتِ‌تَرْ خاهَدْ_شُدْ  | tˈaq1iːr xˈɑhad kˈard vˈa pˈoxteːtar xˈɑhad ʃˈod
 136 | او هَمْچِنانْ  | ˈuː hamtʃenˈɑn
 137 | بِ اِمْکانِ پِیْدایِشِ دَرْکِ سَریعِ قَلْبی وَ هَمْ دِلی مُتِقابِلْ بِیْنِ دُ نَفَرْ  | beː emkˈɑne pˌejdɑjˈeʃe dˈarke sˌariʔˈe q1ˈalbi vˈa hˈam dˈeli mˌoteq1ˈɑbel bˈejne dˈo nˈafar
 138 | ایمانْ خاهَدْ_داشْتْ وَ نیزْ بِ فُرْصَتِ پایانْ بَخْشیدَنْ بِ تَنْهایی  | ˈimɑn xˈɑhad dˈɑʃt vˈa nˈiz beː forsˈate pˈɑjɑn baxʃˈidan beː tanhˈɑiː
 139 | بِ هَمینْ تَرْتیبْ  | beː hˈamin tˈartib
 140 | رَبیعْ تَمایُلِ ذاتیِ تَلْخْ وَ شیرینْ  | rˈabiʔ tˌamɑjˈole zˈɑtiˌe tˈalx vˈa ʃˈirin
 141 | بِ دیگَرْ دِلْبَرانْ گُمْ گَشْتِ  | beː dˈiɡar delbˈarɑn ɡˈom ɡˈaʃteː
 142 | تَجْرُبِ خاهَدْ_کَرْدْ  | tadʒrˈobe xˈɑhad kˈard
 143 | دَرْ اُتُبوسْ دَرْ راهْرُ‌هایِ سوپْرَمارَکَتْ  | dˈar otˈobus dˈar rˈɑhrohɑjˈe sˌuːpramˈɑrakˌat
 144 | وَ دَرْ  | vˈa dˈar
 145 | سالُن‌هایِ مُطالِعِ‌یِ کِتابْخانِ‌ها  | sˈɑlonhɑjˈe mˌotɑlˈeʔeːjˈe kˌetɑbxˈɑnehˈɑ
 146 | او مُطْمَئِنَّنْ دَرْ بیسْتْ سالِگیِ  | ˈuː mˌotmaʔˈennan dˈar bist sˈɑleɡˌie
 147 | حِیْنِ تَحْصیلْ دَرْ مُنْهَتِنِ  | hˈejne tˈahsil dˈar mˌonhatˈene
 148 | راجِعْ بِ زَنی کِ دَرْ قَطارِ سَمْتِ چَپِ او نِشَسْتِ هَمانْ حِسْ را خاهَدْ_داشْتْ  | rˈɑdʒeʔ beː zˈani kˈeː dˈar q1atˈɑre sˈamte tʃˈape ˈuː neʃˈasteː hamˈɑn hˈes rɑ xˈɑhad dˈɑʃt
 149 | هَمْچِنینْ دَرْ بیسْتْ وَ پَنْجْ سالِگی  | hamtʃˈenin dˈar bist vˈa pˈandʒ sˈɑleɡˌi
 150 | دَرْ شِرْکَتِ مِعْماری دَرْ بِرْلینْ  | dˈar ʃerkˈate meʔmˈɑri dˈar bˈerlin
 151 | جایی کِ دُرِ‌یِ کارآموزی می‌گُذَرانْدْ  | dʒˌɑiː kˈeː dˈoreːjˈe kˌɑrɑmˈuzi miɡozˈarɑnd
 152 | وَ دَرْ بیسْتْ وَ نه سالِگی  | vˈa dˈar bist vˈa nˈa sˈɑleɡˌi
 153 | دَرْ پَرْوازْ بِیْنِ پاریسْ وَ لَنْدَنْ  | dˈar pˈarvɑz bˈejne pˈɑris vˈa lˈandan
 154 | بَعْدْ اَزْ گَپْ وَ گُفْتی کوتاه‌یِ راجِعْ بِ کانالِ اِنْگِلیسْ  | bˈaʔd az ɡˈap vˈa ɡˈofti kuːtˈɑhjˈe rˈɑdʒeʔ beː kˈɑnˈɑle enɡˈelis
 155 | با زَنی بِ نامِ کُلوعِ  | bɑ zˈani beː nˈɑme kˌoluːʔˈeː
 156 | اینْ حِسْ بَرْ آمَدِ اَزْ فِقْدانِ بَخْشی اَزْ وُجودِ خُدَشْ اَسْتْ  | iːn hˈes bar ɑmˈadeː az feq1dˈɑne bˈaxʃi az vodʒˈuːde xˌodaʃ ˈast
 157 | کِ مُدَّتِ هاسْتْ فَراموشْ شُدِ  | kˈeː mˌoddˈate hˈɑst farˈɑmuʃ ʃˈodeː
 158 | بَرایِ رومانْتیک‌ها  | bˌarɑjˈe ruːmˈɑntikhˈɑ
