 029 | دوسْتْ داری توْ خونِ‌یِ مَنْ یِ چایی بُخوْریدْ  | dˈuːst dˈɑri tˈo xˈuːneːjˈeː man jˈeː tʃˈɑiː boxˈorid
 030 | اینْ نوشیدَنی گیاهی مَثَلَاْ  | iːn nˌuʃidˈani ɡiːˈɑːhi masˈalan
 031 | خِیْلی دورْ نیسْتْ  | xˈejli dˈuːr nˈist
 032 | پَسْ چَنْدْ خیابانْ را پیادِ طِیِّ می‌کُنَنْدْ  | pˈas tʃˈand xiˈɑbɑn rɑ piˈɑdeː tˈejje mikˈonand
 033 | تا بِ ساخْتِمانی چَنْدْ واحِدی میرَسَنْدْ  | tɑː beː sˈɑxtemˌɑni tʃˈand vˈɑhedˌi mirˈasand
 034 | وَ بِ بالاتَرینْ طَبَقِ آنْ می‌رَوَنْدْ  | vˈa beː bˈɑlɑtˌarin tabˈaq1eː ɑn mirˈavand
 035 | بِ واحِدْ یِکْ خوابِ نَقْلی وَلی زیبایِ کُرْسِتَنْ  | beː vˈɑhed jˈek xˈɑbeː nˈaq1li vˈali zibˈɑje korsˈetan
 036 | با چِشْمْ اَنْدازْ دَریا کِ رویِ دیوارْهایَشْ عَکْسْهایی اَسْتْ کِ کُرْسِتَنْ  | bɑ tʃˈeʃm ˈaːndˈɑz dˌariˈɑ kˈeː rˈuje dˌivɑrhˈɑjaʃ aːkshˈɑiː ˈast kˈeː korsˈetan
 037 | اَزْ مَناطِقْ مُخْتَلِفْ کوهِسْتانی گِرِفْتِ  | az manˈɑteq1 moxtˈalef kˌuhestˈɑni ɡerˈefteː
 038 | رَبیعْ نِگاهی سَریعْ بِ اُتاقْ خوابْ می‌اَنْدازَدْ  | rˈabiʔ neɡˈɑhi sˈariʔ beː ˈotɑːq1 xˈɑb miandˈɑzad
 039 | وَ اَنْبوهی اَزْ لِباسْ را میبینَدْ  | vˈa anbˈuhi az lˈebɑs rɑ mibˈinad
 040 | کِ رویِ تَخْتْ خوابْ تَلَنْبارْ شُدِ اَسْتْ  | kˈeː rˈuje tˈaxt xˈɑb talˈanbɑr ʃˈodeː ˈast
 041 | کُرْسِتَنْ با صِدایِ بُلَنْدْ می‌گویَدْ  | korsˈetan bɑ sˈedɑjˌeː bˈoland miɡˈujad
 042 | تَقْریبَاْ هَرْ لِباسی را کِ داشْتَمْ اِمْتِحانْ کَرْدَمْ وَ  | taq1rˈiban har lˈebɑsˌi rɑ kˈeː dˈɑʃtam emtˈehɑn kˈardam vˈa
 043 | بَعْدْ مِثْلْ هَمِ گُفْتَمْ بِ جَهَنَّمْ  | bˈaʔd mˈesl hˈameː ɡˈoftam beː dʒahˈannam
 044 | او دَرْ آشْپَزْخانِ  | ˈuː dˈar ˌɑʃpazxˈɑne
 045 | مَشْغولْ دَمْ کَرْدَنْ چایْ اَسْتْ  | mˈaʃq1uːl dˈam kˈardan tʃˈɑj ˈast
 046 | رَبیعْ دَرْ خانِ میچَرْخَدْ جَعْبِ‌ای بَرْمیدارَدْ وَ مُتِوَجِّ می‌شَوَدْ کِ واژِ بابونِ وَقْتی نِوِشْتِ می‌شَوَدْ  | rˈabiʔ dˈar xˈɑneː mitʃˈarxad dʒˈaʔbeːiː barmidˈɑrad vˈa mˌotevˈadʒdʒeː miʃavˈad kˈeː vˈɑʒeː bˈɑbuːnˌeː vˈaq1ti nevˈeʃteː miʃavˈad
 047 | چِقَدْرْ غِیْرْ عادی بِ نَظَرْ می‌رِسَدْ  | tʃˈeq1adr q1ˈejr ˈɑdi beː nˈazar mirˈesad
 048 | کُرْسِتَنْ دوسْتانِ وَ بِ شوخی می‌گویَدْ  | korsˈetan dustˈɑneː vˈa beː ʃˈuːxi miɡˈujad
 049 | توْ مُتِوَجِّ هَمِ چیزْهایِ مُهِمْ میشی  | tˈo mˌotevˈadʒdʒeː hˈameː tʃizhˈɑje mˈohem mˈiʃi
 050 | اینْ نوْعی دَعْوَتْ اَزْ سویْ کُرْسِتَنْ بِ نَظَرْ می‌رِسَدْ  | iːn nˈoʔi daʔvˈat az sˈuːj korsˈetan beː nˈazar mirˈesad
 051 | پَسْ رَبیعْ بِ سَمْتَشْ میرَوَدْ  | pˈas rˈabiʔ beː sˈamtaʃ mirˈavad
 052 | صِدایِ قُلْ قُلْ آبْ را دَرْ پَسْ زَمینِ میشِنَوَنْدْ  | sˈedɑjˌeː q1ˈol q1ˈol ˈɑb rɑ dˈar pˈas zamˈineː miʃenˈavand
 053 | کِ بَعْدْ آرامْ می‌شَوَدْ  | kˈeː bˈaʔd ˈɑrˈɑm miʃavˈad
 054 | رَبیعْ نِمیدانَدْ چِ پیشْ خواهَدْ آمَدْ  | rˈabiʔ nˌemidˈɑnad tʃeː pˈiʃ xˈɑhad ˈɑmad
 055 | جَذّابیَتْ جِنْسی مُمْکِنْ اَسْتْ اِبْتِدا تَنْها پَدیدِ ای فیزیوْلوْژیکی بِ نَظَرْ بِرِسَدْ  | dʒˌazzɑbˈiːjat dʒˈensi mˈomken ˈast ebtˈedɑ tˈanhɑ padˈideː iː fˌizijˌoloʒˈiki beː nˈazar berˈesad
 056 | کِ نَتیجِ یِ تَهْیُّجْ وَ هوْرْمونْ ها  | kˈeː nˈatidʒˌeː jˈeː tˈahjjodʒ vˈa hˈormun hˈɑ
 057 | وَ تَحْریکْ اَعْصابْ مُحیطی اَسْتْ  | vˈa tˈahrik ˈaʔsɑb mohˈiti ˈast
 058 | اَمّا دَرْ حَقیقَتْ  | ˈammˌɑ dˈar haq1ˈiq1at
 059 | بیشْتَرْ اَزْ اینْکِ بِ حَواسْ مُرْتَبِطْ باشَدْ  | bˈiʃtar az ˈinkeː beː havˈɑs mortˈabet bˈɑʃad
 060 | بِ باوَرْها مُرْتَبِطْ اَسْتْ  | beː bɑvˈarhɑ mortˈabet ˈast
 061 | بیشْتَرْ اَزْ هَمِ  | bˈiʃtar az hˈameː
 062 | باوَرْ پَذیرِشْ وَ نَویدْ بِ سَرْ آمَدَنْ تَنْهایی وَ شَرْمْ  | bˈɑvar pazˈireʃ vˈa nˈavid beː sˈar ɑmˈadan tanhˈɑiː vˈa ʃˈarm
 063 | رویِ میزْ کِنارْ رَخْتِخوابْ  | rˈuje mˈiz kenˈɑːr raxtˈexɑb
 064 | کِتابی اَسْتْ کِ کُرْسِتَنْ مَشْغولْ خوانْدَنْ آنْ اَسْتْ  | ketˈɑbi ˈast kˈeː korsˈetan mˈaʃq1uːl xˈɑndan ɑn ˈast
 065 | رُمانی اَزْ ژُرْژْ سانِدْ کِ رَبیعْ اِسْمَشْ را هَمْ نَشِنیدِ  | romˈɑni az ʒˈorʒ sˈɑned kˈeː rˈabiʔ ˈesmaʃ rɑ hˈam nˈaʃenˌideː
 066 | توْضیحْ پا وَرَقی ژُرْژْ  | tˈozih pˈɑ varˈaq1i ʒˈorʒ
 067 | سانِدْ رُمانْ نِویسْ زَنْ فَرانْسَوی  | sˈɑned rˈomɑn nˈevis zˈan fˌarɑnsˈavi
 068 | هِزارْ وَ هَشْتادْ وَ چهار  | hˈezɑr vˈa hˈaʃtɑd vˈa tʃˈɑhɑr
 069 | اِلیْ هَزارو هَشْتْصَدْ وَ هَفْتادْ وَ شِشْ  | ˈelɑ hazˈɑruː hˈaʃtsad vˈa hˈaftɑd vˈa ʃˈeʃ
 070 | اِدامِ مَتْنْ  | edˈɑmeː mˈatn
 071 | چَنْدْ گوشْوارِ هَمْ آنْجاسْتْ  | tʃˈand ɡuːʃvˈɑreː hˈam ˈɑndʒˈɑst
 072 | وَ یِکْ عَکْسْ اَزْ کَریَتَنْ  | vˈa jˈek ˈaːks az kˌariːjˈatan
 073 | کِ با لِباسْ مَدْرِسِ دَسْتْ دَرْ دَسْتْ مادَرَشْ  | kˈeː bɑ lˈebɑs madrˈese dˈast dˈar dˈast mɑdˈaraʃ
 074 | جُلوْیِ مَدْرِسِ اِبْتِدایی ایسْتادِ  | dʒolˈoje madrˈese ˌebtedˈɑiː iːstˈɑdeː
 075 | کُرْسِتَنْ می‌گویَدْ  | korsˈetan miɡˈujad
 076 | فُرْصَتْ نَکَرْدَمْ هَمِ اَسْرارَمْ رو قایِمْ کُنَمْ  | fˈorsat nakˈardam hˈameː ˈaːsrˈɑram rˈu q1ˈɑjem kˈonam
 077 | بِ فُضولی اَتْ اِدامِ بِدِ  | beː fozˈuːli at edˈɑmeː bˈedeː
 078 | ماهْ تَقْریبَاْ کامِلْ اَسْتْ وَ پَرْدِ ها کِنارْ  | mˈɑh taq1rˈiban kˈɑmel ˈast vˈa pˈardeː hɑ kenˈɑːr
 079 | رَبیعْ اَزْ کُرْسِتَنْ می‌پُرْسَدْ  | rˈabiʔ az korsˈetan mipˈorsad
 080 | کِ اَوَّلینْ بارْ کِیْ بِ بَرْقَراری رابِطِ با او فِکْرْ کَرْدِ  | kˈeː avvˈalin bˈɑr kˈej beː barq1arˈɑri rˈɑbetˌeː bɑ ˈuː fˈekr kˈardeː
 081 | کُنْجْکاوی اَشْ اَزْ سَرْ خوْدْ بینی وَ غُرورْ نیسْتْ  | kondʒkˈɑvi aʃ az sˈar xod bˈini vˈa q1ˈoruːr nˈist
 082 | بَلْکِ اَزْ رویِ رِضایَتْ خاطِرْ  | bˈalkeː az rˈuje rezˈɑjat xˈɑter
 083 | وَ حِسْ رَهایی اَسْتْ  | vˈa hˈes rahˈɑiː ˈast
 084 | حالْ کِ مُشَخَّصْ شُدِ  | hˈɑl kˈeː moʃˈaxxas ʃˈodeː
 085 | اَمیالی کِ اَگَرْ بی پاسُخْ میمانَدَنْدْ شایَدْ صِرْفَاْ وَقیحْ وَ وَحْشیانِ  | ˈaːmiˈɑli kˈeː ˌaɡˈar bi pˈɑsox mˌimɑnˈadand ʃˈɑjad sˈerfan vˈaq1ih vˈa vˌahʃiˈɑneː
 086 | یا رِقَّتْ اَنْگیزْ تَلَقّی می شُدَنْدْ خوْشْبَخْتانِ دوْ دوْطَرَفِ بودِ‌اَنْدْ  | jɑː rˈeq1q1at ˈaːnɡiz talˈaq1q1i mi ʃˈodand xoʃbaxtˈɑne dˈo dotarˈafeː bˈuːdeːˈand
 087 | کُرْسِتَنْ پاسُخْ می‌دَهَدْ  | korsˈetan pˈɑsox midˈahad
 088 | خِیْلی زودْ آقایِ خانْ  | xˈejli zˈuːd ˈɑq1ˈɑje xˈɑn
 089 | سوالْ دیگَری هَمْ داریدْ  | sˈoɑl dˈiɡarˌi hˈam dˈɑrid
 090 | راسْتِشوْ بِخوایِنْ بَلِ  | rɑstˈeʃo bexˈɑjen bˈaleː
 091 | بِفَرْماییدْ  | befarmˈɑiːd
 092 | خُبْ دَقیقَاْ کِیْ بودْ کِ اَوَّلینْ بارْ حِسْ کَرْدی  | xˈob daq1ˈiq1an kˈej bˈuːd kˈeː avvˈalin bˈɑr hˈes kˈardi
 093 | می‌دونی چیِ  | midˈuːni tʃˈijeː
 094 | اینْکِ شایَدْ چِطوْرْ بِگَمْ خُبْ  | ˈinkeː ʃˈɑjad tʃˈetor bˈeɡam xˈob
 095 | اینْکِ شایَدْ دوسْتْ داشْتِ باشی  | ˈinkeː ʃˈɑjad dˈuːst dˈɑʃteː bˈɑʃi
 096 | کُرْسِتَنْ باخَنْدِ می‌گویَدْ  | korsˈetan bˈɑxandˌe miɡˈujad
 097 | حالا فَهْمیدَمْ مَنْظورَشْ چیِ  | hˈɑlɑ fahmˈidam manzˈuraʃ tʃˈijeː
 098 | راسْتَشْ هَمونْ دَفْعِ اَوَّلی کِ قَدَمْ زَنانْ رَفْتیمْ رِسْتورانْ  | rˈɑstaʃ hˈamun dafʔˈeː ˈavvalˌi kˈeː q1ˈadam zanˈɑn rˈaftim restˈurɑn
 099 | دَرْ تَمامْ مُدَّتی کِ داشْتی راجِعْ بِ کارْ حَرْفْ میزَدی  | dˈar tˈamɑm mˌoddˈati kˈeː dˈɑʃti rˈɑdʒeʔ beː kˈɑr hˈarf mizˈadi
 100 | فِکْرَمْ پیشَتْ بودْ  | fˈekram pˈiʃat bˈuːd
 101 | بَعْدَشْ راجِعْ بُهْتْ خیالْ بافی می‌کَرْدَمْ  | bˈaʔdaʃ rˈɑdʒeʔ bˈoht xiˈɑl bˈɑfi mikˈardam
 102 | آدَمْهایِ ظاهِرَاْ مُحْتَرَمْ  | ˌɑdamhˈɑje zɑhˈeran mˈohtˌaram
 103 | مُمْکِنْ اَسْتْ خیالْ پَرْدازیهایِ بی پَرْدِ دَرْ ذِهْنْ خوْدْ بِپَرْوَرانَنْدْ  | mˈomken ˈast xiˈɑl pˌardɑzihˈɑje bi pˈardeː dˈar zˈehn xod bepˌarvarˈɑnand
 104 | اَمّا دَرْ ظاهِرْ  | ˈammˌɑ dˈar zˈɑher
 105 | اینْ طوْرْ نِشانْ دَهَنْدْ  | iːn tˈor nˈeʃɑn dˈahand
 106 | کِ فَقَطْ دَرْ فِکْرْ رَفْتارْ دوسْتانِ هَسْتَنْدْ  | kˈeː fˈaq1at dˈar fˈekr raftˈɑr dustˈɑneː hˈastand
 107 | اینْ موْضوع بَرایِ رَبیعْ هَمْ بِ نوْعی بِسیارْ تَعَجُّبْ آوَرْ اَسْتْ  | iːn mˈozuː barˈɑje rˈabiʔ hˈam beː nˈoʔi besˈijɑr taʔˈadʒdʒob ˈɑvar ˈast
 108 | وَ هَمْ بِسیارْ خوْشایَنْدْ  | vˈa hˈam besˈijɑr xoʃˈɑjand
 109 | وَ بِلافاصِلِ نیرویی باعِثْ می‌شَوَدْ  | vˈa belɑfˈɑselˌeː nirˈuːiː bˈɑʔes miʃavˈad
 110 | اِحْساسْ گُناهْ پِنْهانی اَشْ راجِعْ بِ مِیْلْ جِنْسی  | ˈehsɑs ɡˈonɑːh penhˈɑni aʃ rˈɑdʒeʔ beː mˈeːjl dʒˈensi
 111 | تا حَدّ زیادی فُرو کِشْ کُنَدْ  | tɑː hˈadd ziˈɑdi fˈoru kˈeʃ kˈonad
 112 | اینْکِ کُرْسِتَنْ  | ˈinkeː korsˈetan
 113 | آنْ زَمانْ آنْقَدْرْ باوَقارْ رَفْتارْ می‌کَرْدِ  | ɑn zamˈɑn ˈɑnq1adr bɑvˈaq1ɑr raftˈɑr mikˈardeː
 114 | اَمّا روْیاهایِ شَبانِ اَشْ راجِعْ بِ رَبیعْ بودِ  | ˈammˌɑ rˌojɑhˈɑje ʃabˈɑneː aʃ rˈɑdʒeʔ beː rˈabiʔ bˈuːdeː
 115 | وَ اینْکِ حالا او مُسْتَقیمَاْ بِ اینْ مَسائِلْ اِشْتیاقْ نِشانْ می‌دَهَدْ  | vˈa ˈinkeː hˈɑlɑ ˈuː mˌostaq1ˈiman beː iːn masˈɑʔel eʃtˈijɑq1 nˈeʃɑn midˈahad
 116 | هَمِ اینْ چیزْهایِ تازِ بَرْمَلا شُدِ  | hˈameː iːn tʃizhˈɑje tˈɑzeː barmˈalɑ ʃˈodeː
 117 | اینْ لَحَظاتْ را بَرایِ رَبیعْ  | iːn lahˈazɑt rɑ barˈɑje rˈabiʔ
 118 | تَبْدیلْ بِ بِهْتَرینْ لَحَظاتْ عُمْرَشْ کَرْدِ‌اَنْدْ  | tˈabdil beː behtˈarin lahˈazɑt ˈomraʃ kˈardeːˈand
 119 | دَرْ بَحْثْ رَهایی جِنْسی  | dˈar bˈahs rahˈɑiː dʒˈensi
 120 | حَقیقَتْ اینْ اَسْتْ  | haq1ˈiq1at iːn ˈast
 121 | کِ هَمیشِ رازْداری وَ مِقْداری خِجالَتْ  | kˈeː hamˈiʃeː rˈɑzdɑrˌi vˈa meq1dˈɑri xedʒˈɑlat
 122 | راجِعْ بِ هَمْ آغوشی وُجودْ داشْتِ اَسْتْ  | rˈɑdʒeʔ beː hˈam ˈɑq1uːʃˌi vˈodʒuːd dˈɑʃteː ˈast
 123 | هَنوزْ نِمی‌تَوانیمْ بِ طوْرْ کُلّی بِگوییمْ  | hˈanuz nˌemitˈavɑnˌim beː tˈor kollˈi beɡˈuiːm
 124 | خواسْتِ مانْ چیسْتْ وَ اَزْ چِ کَسی  | xˈɑsteː mˈɑn tʃist vˈa az tʃeː kˈasi
 125 | شَرْمْ وَ سَرْکوبْ اَمیالْ  | ʃˈarm vˈa sarkˈuːb ˈaːmiˈɑl
 126 | چیزْهایی نیسْتَنْدْ کِ فَقَطْ اَجْدادْ مانْ بِ دَلایِلی مُبْهَمْ وَ نالازِمْ  | tʃizhˈɑiː nˈistand kˈeː fˈaq1at ˈaːdʒdɑd mˈɑn beː dˌalɑjˈeli mˈobham vˈa nɑlˈɑzem
 127 | دوْ دَسْتی بِهِشانْ چَسْبیدِ باشَنْدْ  | dˈo dˈasti beheʃɑn tʃasbˈideː bˈɑʃand
 128 | مُقَدَّرْ شُدِ کِ آنْها  | moq1ˈaddar ʃˈodeː kˈeː ˈɑnhɑ
 129 | دَرْ تَمامی اَعْصارْ حُضورْ داشْتِ باشَنْدْ  | dˈar tamˈɑmi ˈaʔsɑr hˈozuːr dˈɑʃteː bˈɑʃand
 130 | هَمینْ اَسْتْ کِ وَقْتی غَریبِ ای اَزْ ما می‌خواهَدْ حِفاظَتْ خوْدْ را کِنارْ بِزَنیمْ  | hˈamin ˈast kˈeː vˈaq1ti q1arˈibeː iː az mɑ mixˈɑhad hefˈɑzat xod rɑ kenˈɑːr bezˈanim
 131 | وَ دَقیقَاْ چیزی را طَلَبْ می‌کُنَدْ  | vˈa daq1ˈiq1an tʃˈizi rɑ tˈalab mikˈonad
 132 | کِ مادَرْ خَفا وَ با عَذابْ وِجْدانْ آرِزویِ اَشْ را داشْتِ ایمْ اینْ  | kˈeː mˈɑdar xafˈɑ vˈa bɑ aːzˈɑb vˈedʒdɑn ˈɑrezˌuje aʃ rɑ dˈɑʃteː iːm ˈiːn
 133 | لَحَظاتْ نابی کِ دَرْ کُلْ زِنْدِگی مُمْکِنْ اَسْتْ بِسیارْ کَمْ پیشْ بیایَدْ  | lahˈazɑt nˈɑbi kˈeː dˈar kˈol zˈendeɡˌi mˈomken ˈast besˈijɑr kˈam pˈiʃ bijˈɑjad
 134 | بَرایِ مانْ رَقَمْ می‌خوْرْدْ  | barˈɑje mˈɑn rˈaq1am mixˈord
 135 | کُرْسِتَنْ دَرْ آغوشْ رَبیعْ بِ خوابْ می‌رَوَدْ  | korsˈetan dˈar ˈɑq1uːʃ rˈabiʔ beː xˈɑb mirˈavad
 136 | بِ نَظَرْ می‌رِسَدْ دَرْ کَمالْ آرامِشْ وَ اِطْمینانْ خاطِرْ  | beː nˈazar mirˈesad dˈar kˈamɑl ɑrˈɑmeʃ vˈa etmˈinɑn xˈɑter
 137 | خوْدْ را بِ جَریانْ خوابْ سِپُرْدِ  | xod rɑ beː dʒarˈijɑn xˈɑb sˈepordˌeː
 138 | وَ رَبیعْ ایسْتادِ دَرْ کَرانِ  | vˈa rˈabiʔ iːstˈɑdeː dˈar karˈɑneː
 139 | دَرْ بَرابَرْ پایانْ پَذیرُفْتَنْ اینْ روزْ شِگِفْتْ اَنْگیزْ  | dˈar barˈɑbar pˈɑjɑn pˌazirˈoftan iːn rˈuːz ʃˈeɡeft ˈaːnɡiz
 140 | مُقاوِمَتْ می‌کُنَدْ  | mˌoq1ɑvˈemat mikˈonad
 141 | وَ لَحَظاتْ مُهِمْ اینْ روزْ را  | vˈa lahˈazɑt mˈohem iːn rˈuːz rˈɑ
 142 | مُرورْ می‌کُنَدْ  | mˈorur mikˈonad
 143 | بِ لَبْهایِ کُرْسِتَنْ نِگاهْ می‌کُنَدْ کِ اَنْدَکی میلَرْزَنْدْ  | beː labhˈɑje korsˈetan nˈeɡɑh mikˈonad kˈeː andˌaki milˈarzand
 144 | گویی کِتابی را بِ زَبانْ بیگانِ ای بَرایِ خوْدْ میخوانْدْ گَهْ  | ɡˈuːiː ketˈɑbi rɑ beː zabˈɑn biɡˌɑneː iː barˈɑje xod mˌixɑnd ɡˈah
 145 | گاهْ بِ نَظَرْ می‌رِسَدْ  | ɡˈɑh beː nˈazar mirˈesad
 146 | لَحْظِ یِ بیدارْ می‌شَوَدْ  | lˈahzeː jˈeː bˌidɑr miʃavˈad
 147 | وَ تَرْسیدِ وَ مُتِعَجِّبْ  | vˈa tarsˈideː vˈa mˌoteʔˈadʒdʒeb
 148 | دَرْخواسْتْ کُمَکْ می‌کُنَدْ  | dˈarxɑst kˈomak mikˈonad
 149 | دادْ می‌زَنَدْ قَطارْ  | dˈɑd mizˈanad q1atˈɑr
 150 | یا با هَراسْ بیشْتَرْ می‌گویَدْ  | jɑː bɑ harˈɑs bˈiʃtar miɡˈujad
 151 | فَرْداسْتْ زَمانَشْ تَغییْرْ کَرْدِ  | fardˈɑst zamˈɑnaʃ tˈaq1iːr kˈardeː
 152 | رَبیعْ خیالْ او را راحَتْ میکُنَدْ  | rˈabiʔ xiˈɑl ˈuː rɑ rˈɑhat mikˈonad
 153 | کِ بِ اَنْدازِ یِ کافی  | kˈeː beː ˈaːndˈɑzeː jˈeː kˈɑfi
 154 | بَرایِ رِسیدَنْ بِ ایسْتْگاهْ زَمانْ دارَنْدْ  | barˈɑje rˈesidˌan beː iːstɡˈɑh zamˈɑn dˈɑrand
 155 | هَرْچِ را کِ بَرایِ اِمْتِحانْ لازِمْ بودِ  | hˌartʃe rɑ kˈeː barˈɑje emtˈehɑn lˈɑzem bˈuːdeː
 156 | مُرورْ کَرْدِ  | mˈorur kˈardeː
 157 | وَ دَسْتَشْ را می‌گیرَدْ  | vˈa dˈastaʃ rɑ miɡˈirad
 158 | هَمْچوْنْ والِدی کِ می‌خواهَدْ کودَکی را اَزْ یِکْ خیابانْ شُلوغْ رَدْ کُنَدْ  | hamtʃˈon vɑlˈedi kˈeː mixˈɑhad kuːdˈaki rɑ az jˈek xiˈɑbɑn ʃˈoluːq1 rˈad kˈonad
 159 | گُذاشْتَنْ نامْ عِشْقْ بازی  | ɡˈozɑʃtˌan nˈɑm ˈeːʃq1 bˈɑzi
 160 | بَرْ عَمَلْ آنْها  | bar ˈamal ˈɑnhɑ
 161 | دَلیلی فَراتَرْ اَزْ حَجْبْ وَ حَیایِ صَرْفْ دارَدْ  | dalˈili farˈɑtar az hˈadʒb vˈa hajˈɑje sˈarf dˈɑrad
 162 | آنْها فَقَطْ رابِطِ جِنْسی بَرْقَرارْ نَکَرْدَنْدْ  | ˌɑnhɑ fˈaq1at rˈɑbetˌeː dʒˈensi barq1arˈɑr nakˈardand
