 011 | دَرْ پَناهْگاه‌یِ حَمْلِ‌یِ هَوایی سِپَری کَرْدِ  | dˈar panˈɑhɡˈɑhjˈe hˈamleːjˈe hˈavɑˌiː sepˈari kˈardeː
 012 | هَمْراهْ با پِدَرْ وَ مادَرَشْ  | hamrˈɑh bɑ pˈedar vˈa mɑdˈaraʃ
 013 | بِیْروتْ را بِ مَقْصَدِ بارْسِلوْنا تَرْکْ کَرْدِ_اَسْتْ  | bˈejrut rɑ beː maq1sˈade bˌɑrselˈonɑ tˈark kˈardeː ˈast
 014 | اَمّا تَنْها شِشْ ماهْ اَزْ رَفْتَن‌شانْ بِ آن‌جا  | ˈammˌɑ tˈanhɑ ʃˈeʃ mˈɑh az rˈaftanʃˈɑn beː ɑndʒˈɑ
 015 | وَ اِقامَتْ دَرْ آپارْتِمانی نَزْدیکِ اِسْکِلِت‌هایِ قَدیمیِ گُذَشْتِ بودِ  | vˈa eq1ˈɑmat dˈar ˌɑpɑrtemˈɑni nˈazdikˌe eskˈelethɑjˈe q1ˌadimˈie ɡozˈaʃteː bˈuːdeː
 016 | کِ مادَرَشْ کَمْ کَمْ  | kˈeː mɑdˈaraʃ kˈam kˈam
 017 | اَزْ دَرْدی نَزْدیکْ شِکَمَشْ  | az dˈardi nˈazdik ʃekˈamaʃ
 018 | اِظْهارِ ناراحَتی می‌کُنَدْ  | ezhˈɑre nɑrˈɑhatˌi mikˈonad
 019 | مادَرْ بِ دُکْتُرْ رُجوعْ کَرْدِ  | mˈɑdar beː dˈoktor rˈodʒuːʔ kˈardeː
 020 | وَ کامِلَنْ غِیْرِمُنْتَظِرِ  | vˈa kˈɑmelˌan q1ˈejremˌontazˌereː
 021 | با تَشْخیصِ سَرَطانِ کَبِدِ پیشْرَفْتِ مواجِهْ می‌شَوَدْ  | bɑ taʃxˈise sˌaratˈɑne kabˈede piʃrˈafteː movˈɑdʒeh miʃavˈad
 022 | اِتِّفاقی کِ بِ طَرْزِ جُبْرانِ ناپَذیریِ  | ˌettefˈɑq1i kˈeː beː tˈarze dʒobrˈɑne nɑpˈazirˌie
 023 | اِعْتِقادِ پِسَرَشْ بِ پا بَرْ جا مانْدَنِ هَرْ چیزی را مُتِزَلْزِلْ می‌کُنَدْ  | ˌeʔteq1ˈɑde pesˈaraʃ beː pˈɑ bar dʒɑ mˈɑndanˌe har tʃˈizi rɑ mˌotezˈalzel mikˈonad
 024 | سِ ماهْ بَعْدْ مادَرْ رَبیعْ می‌میرَدْ  | sˈeː mˈɑh bˈaʔd mˈɑdar rˈabiʔ mimˈirad
 025 | بِ یِک‌سالْ نِمی‌کِشَدْ کِ پِدَرَشْ با یِکْ زَنِ اِنْگِلیسیِ سَرْدْ مَزاجْ اِزْدِواجْ می‌کُنَدْ  | beː jˈeksˈɑl nˌemikˈeʃad kˈeː pedˈaraʃ bɑ jˈek zˈane ˌenɡelisˈie sˈard mazˈɑdʒ ezdˈevɑdʒ mikˈonad
 026 | وَ اَکْنونْ دوْرانِ بازْنِشَسْتِگی‌اَشْ را با او دَرْ آپارْتِمانی دَرْ کادیزْ می‌گُذَرانْدْ  | vˈa ˈaːknuːn doːrˈɑne bˌɑzneʃastˈeɡiaʃ rɑ bɑ ˈuː dˈar ˌɑpɑrtemˈɑni dˈar kˈɑdiz miɡozˈarɑnd
 027 | کِرِسْتِنْ با شورْ وَ شوْقی کِ بَرایِ خوْدَشْ هَمْ عَجیبْ اَسْتْ  | kerˈesten bɑ ʃˈuːr vˈa ʃˈoːq1i kˈeː bˌarɑjˈe xˌodaʃ hˈam ˈaːdʒib ˈast
 028 | می‌خواهَدْ اَزْ وَرایِ اینْ سال‌ها  | mixˈɑhad az vˌarɑjˈe iːn sˈɑlhˈɑ
 029 | تَسَلّی بَخْشِ پِسَری دَوازْدَهْ سالِ باشَدْ  | tasˈalli bˈaxʃe pesˈari dˈavɑzdˌah sˈɑleː bˈɑʃad
 030 | ذِهْنَشْ مُدامْ مَعْطوفْ می‌شَوَدْ  | zˈehnaʃ mˈodɑm mˈaʔtuːf miʃavˈad
 031 | بِ تَصْویرِ عَکْسِ رَبیعْ وَ مادَرَشْ  | beː tasvˈire ˈaːkse rˈabiʔ vˈa mɑdˈaraʃ
 032 | کِ دوْ سالْ قَبْلْ اَزْ فوتِ مادَرْ گِرِفْتِ شُدِ  | kˈeː dˈo sˈɑl q1ˈabl az fˈuːte mˈɑdar ɡerˈefteː ʃˈodeː
 033 | بَرْ بانْدِ فُرودْگاه‌یِ بِیْروتْ جُلوْیِ یِکْ هَواپِیْمایِ جِتِ لوفْتانْزا  | bar bˈɑnde fˌoruːdɡˈɑhjˈe bˈejrut dʒˌolojˈe jˈek hˈavɑpˌejmɑjˌe dʒˈete luːftˈɑnzˈɑ
 034 | مادَرِ رَبیعْ  | mɑdˈare rˈabiʔ
 035 | دَرْ پَرْوازْهایی بِ مَقْصَدِ آسیا وَ آمْریکا کارْ می‌کَرْدِ  | dˈar pˌarvɑzhˈɑiː beː maq1sˈade ˈɑsiˈɑ vˈa ɑmrˈikɑ kˈɑr mikˈardeː
 036 | دَرْ قِسْمَتِ جُلوییِ هَواپِیْما  | dˈar q1esmˈate dʒˌoloˈiːe hˈavɑpˌejmɑ
 037 | بَرایِ تاجِرانِ ثِرْوَتْمَنْدِ غَذا سَرْوْ می‌کَرْدِ  | bˌarɑjˈe tˈɑdʒerˌɑne sˌervatmˈande q1azˈɑ sˈarv mikˈardeː
 038 | نوشیدَنی می‌ریخْتِ  | nˌuʃidˈani mirˈixteː
 039 | وَ بِ غَریبه‌ها لَبْخَنْدْ می‌زَدِ  | vˈa beː q1arˈibeːhɑ lˈabxand mizˈadeː
 040 | وَ دَرْ اینْ حِیْنِ پِسَرَشْ دَرْ خانِ‌یِ اِنْتِظارَشْ را می‌کِشیدِ  | vˈa dˈar iːn hˈejne pesˈaraʃ dˈar xˈɑneːjˈe ˌentezˈɑraʃ rɑ mikeʃˈideː
 041 | رَبیعْ بِ خاطِرْ دارَدْ روزْهایی کِ مادَرَشْ قَرارْ بودِ بَرْگَرْدَدْ  | rˈabiʔ beː xˈɑter dˈɑrad ruːzhˈɑiː kˈeː mɑdˈaraʃ q1arˈɑr bˈuːdeː barɡˈardad
 042 | آن‌قَدْرْ دُچارِ هَیَجانِ شَدیدْ می‌شُدِ  | ɑnq1ˈadr dotʃˈɑre hˌajadʒˈɑne ʃˈadid miʃˈodeː
 043 | کِ حالَتِ تَهَوُّعْ بِ او دَسْتْ می‌دادِ  | kˈeː hɑlˈate tahˈavvoʔ beː ˈuː dˈast midˈɑdeː
 044 | یِک‌بارْ اَزْ ژاپُنْ  | jˈekbˈɑr az ʒˈɑpon
 045 | بَرایَشْ دَفْتَرْهایی آوَرْدِ کِ اَزْ فیبْرِ دِرَخْتانِ توتْ دُرُسْتْ شُدِ_بودَنْدْ  | barˈɑjaʃ dˌaftarhˈɑiː ɑvˈardeː kˈeː az fˈibre dˌeraxtˈɑne tˈuːt dˈorost ʃˈodeː bˈuːdand
 046 | وَ یِک‌بارْ هَمْ اَزْ مِکْزیکْ یِکْ تَنْدیسِ رَنْگی اَزْ یِکی اَزْ سَرانِ سُرْخِ پوسْت‌هایِ آزْتَکْ بَرایَشْ آوَرْدِ  | vˈa jˈekbˈɑr hˈam az mˈekzik jˈek tandˈise rˈanɡi az jˈeki az sarˈɑne sˈorxe pˈuːsthɑjˈe ˈɑztak barˈɑjaʃ ɑvˈardeː
 047 | مَرْدُمْ می‌گُفْتَنْدْ  | mˈardom miɡˈoftand
 048 | مادَرَشْ شَبیه‌یِ یِکی اَزْ بازیگَرانِ سینَما بودِ  | mɑdˈaraʃ ʃˈabihjˈe jˈeki az bˌɑziɡarˈɑne sinˈamɑ bˈuːdeː
 049 | رومی اَشْنایْدَرْ دَرْ  | rˈumi ˈaːʃnˈɑjdar dˈar
 050 | کانونِ عِشْقْ کِرِسْتِنِ  | kˈɑnuːnˌe ˈeːʃq1 kˌerestˈene
 051 | مِیْلِ شَدیدی اَسْتْ بَرایِ اِلْتیامِ زَخْمی کِ رَبیعِ سال‌ها مَدْفونْ کَرْدِ  | mˈeːjle ʃadˈidi ˈast bˌarɑjˈe ˌeltijˈɑme zˈaxmi kˈeː rˌabiʔˈe sˈɑlhɑ mˈadfuːn kˈardeː
 052 | وَ چیزی اَزْ آنْ بِ زَبانْ نَیاوَرْدِ  | vˈa tʃˈizi az ɑn beː zabˈɑn nˌajɑvˈardeː
 053 | اَزْ دَسْتْ دادِنِ مادَرَشْ  | az dˈast dˈɑdenˌe mɑdˈaraʃ
 054 | دَرْ لَحَظاتی کِ مُتِوَجِّ می‌شَویمْ  | dˈar lˌahazˈɑti kˈeː mˌotevˈadʒdʒeː miʃˈavim
 055 | مَعْشوقْ دَرْک‌مانْ می‌کُنَدْ  | mˈaʔʃuq1 dˈarkmˈɑn mikˈonad
 056 | خِیْلی بیش‌تَرْ اَزْ حَدّی کِ دیگَرانْ تاکُنونْ دَرْکْ کَرْدِ‌اَنْدْ  | xˈejli bˈiʃtar az hˈaddi kˈeː diɡˈarɑn tɑkˈonun dˈark kˈardeːˈand
 057 | وَ شایَدْ حَتا بِهْتَرْ اَزْ وَقْتی کِ خوْدِمانْ  | vˈa ʃˈɑjad hatˈɑ bˈehtar az vˈaq1ti kˈeː xodˈemɑn
 058 | اَبْعادِ آشُفْتِ خِجالَت‌آوَرْ وَ نَنِگینِ خوْدْ را دَرْکْ می‌کُنیمْ  | ˈaːbʔˈɑde ɑʃˈofteː xedʒˈɑlatˈɑvar vˈa nˈaneɡˌine xod rɑ dˈark mikˈonim
 059 | عِشْقْ بِ اُجِ خوْدْ می‌رِسَدْ  | ˈeːʃq1 beː ˈoːdʒe xod mirˈesad
 060 | هَمانْ زَمانی کِ شَخْصِ دیگَری می‌فَهْمَدْ ما کیسْتیمْ  | hamˈɑn zamˈɑni kˈeː ʃˈaxse dˈiɡarˌi mifˈahmad mɑ kˈistim
 061 | وَ هَمْ با ما هَمْ دَرْدی می‌کُنَدْ  | vˈa hˈam bɑ mɑ hˈam dˈardi mikˈonad
 062 | وَ هَمْ ما را می‌بَخْشَدْ  | vˈa hˈam mɑ rɑ mibˈaxʃad
 063 | چِراکِ آنْچِ دیگَرانْ دَرْکْ می‌کُنَنْدْ  | tʃerˈɑke ˌɑntʃe diɡˈarɑn dˈark mikˈonand
 064 | پایِ‌گُذارِ تَواناییِ ما  | pˈɑjeɡozˈɑre tˌavɑnɑˈiːe mˈɑ
 065 | بَرایِ اِطْمینانْ کَرْدَنْ وَ بَخْشِشْ اَسْتْ  | bˌarɑjˈe etmˈinɑn kˈardan vˈa bˈaxʃeʃ ˈast
 066 | عِشْقِ پاداشِ قَدْرْدانی اَزْ شَمِ دَرونیِ مَعْشوقْ  | ˈeːʃq1e pˈɑdˈɑʃe q1adrdˈɑni az ʃˈame dˌarunˈie mˈaʔʃuq1
 067 | نِسْبَتْ بِ رَوانِ مَغْشوشْ وَ مُتِلاطِمِ ماسْتْ  | nˈesbat beː ravˈɑne mˈaq1ʃuːʃ vˈa mˌotelɑtˈeme mˈɑst
 068 | دوْبارِ تویِ حالَتِ عَصَبانی  | dobˈɑreː tujˈe hɑlˈate ˌasabˈɑni
 069 | وَ سَراَفْکَنْدِ  | vˈa sˌarafkˈandeː
 070 | دَرْ عِیْنِ حالْ بِ طَرْزِ عَجیبی ساکِتْ هَسْتی  | dˈar ˈejne hˈɑl beː tˈarze aːdʒˈibi sˈɑket hˈasti
 071 | اینْ تَشْخیصْ کِرِسْتِنْ اَسْتْ  | iːn tˈaʃxis kerˈesten ˈast
 072 | دَرْ شَبی کِ صَفْحِ‌یِ وِبْسایْتِ کِرایِ‌یِ ماشینْ  | dˈar ʃˈabi kˈeː sˈafheːjˈe vebsˈɑjte kerˈɑjeːjˈe mˈɑʃin
 073 | کِ رَبیعْ بَرایِ رِزِرْوِ یِکْ مینی‌بوسْ بَرایِ خوْدَشْ وَ چاهارْ هَمْکارَشْ اِسْتِفادِ می‌کَرْدِ  | kˈeː rˈabiʔ bˌarɑjˈe rezˈerve jˈek mˈinibˈuːs bˌarɑjˈe xˌodaʃ vˈa tʃˈɑhɑr hamkˈɑraʃ ˌestefˈɑdeː mikˈardeː
 074 | دَرْ آخَرینْ مَرْحَلِ‌یِ ثابِتْ مانْدِ  | dˈar ɑxˈarin marhˈaleːjˈe sˈɑbet mˈɑndeː
 075 | وَ او مُرَدّدْ اَسْتْ کِ آیا کارَشْ دُرُسْتْ اَنْجامْ شُدِ  | vˈa ˈuː morˈaddad ˈast kˈeː ˈɑiˈɑ kˈɑraʃ dˈorost ˈaːndʒˈɑm ʃˈodeː
 076 | وَ اَزْ حِسابَشْ کَسْرْ شُدِ یا نه  | vˈa az hˈesɑbˌaʃ kˈasr ʃˈodeː jɑː nˈa
 077 | بِ نَظَرَمْ بایَدْ دادْ بِزَنی  | beː nˈazarˌam bˈɑjad dˈɑd bezˈani
 078 | یِ حَرْفِ بی‌اَدَبی بِزَنی وَ بَعْدْ بیایِ بِخوابی  | jˈeː hˈarfe biadˈabi bezˈani vˈa bˈaʔd biˈɑje bexˈɑbi
 079 | اَصْلَنْ ایرادی نَدارِ  | ˈaːslan iːrˈɑdi nˈadˈɑreː
 080 | حَتا شایَدْ فَرْدا صُبْحِ خوْدَمْ زَنْگْ بِزَنَمْ بِ دَفْتَرِ کِرایِ‌یِ ماشینْ  | hatˈɑ ʃˈɑjad fardˈɑ sˈobhe xˌodam zˈanɡ bezˈanam beː daftˈare kerˈɑjeːjˈe mˈɑʃin
 081 | کِرِسْتِنْ  | kerˈesten
 082 | بِ نوْعی بِ او حَقْ می‌دَهَدْ کِ نَتَوانَدْ عَصَبانیَتَشْ را اِبْرازْ کُنَدْ  | beː nˈoʔi beː ˈuː hˈaq1 midˈahad kˈeː nˈatavˌɑnad ˌasabˌɑnijjˈataʃ rɑ ˈebrɑz kˈonad
 083 | او مَراحِلی را کِ رَبیعْ طِیِّ می‌کُنَدْ  | ˈuː mˌarɑhˈeli rɑ kˈeː rˈabiʔ tˈejje mikˈonad
 084 | تا مُشْکِلْ را بِ کِرِخْتی وَ نِفْرَتْ اَزْ خوْدْ تَبْدیلْ کُنَدْ می‌شِناسَدْ  | tɑː mˈoʃkel rɑ beː kerˈexti vˈa nˈefrat az xod tˈabdil kˈonad miʃenˈɑsad
 085 | بِدونِ این‌کِ باعِثِ شَرْمْساری رَبیعْ شَوَدْ  | bedˈuːne iːnkˈeː bˈɑʔesˌe ʃarmsˈɑri rˈabiʔ ʃavˈad
 086 | می‌تَوانَدْ  | mitavˈɑnad
 087 | اِشْکالِ مُخْتَلِفِ عَصَبانیَتِ او را شِناسایی کُنَدْ وَ نامْ بِبَرَدْ  | eːʃkˈɑle mˌoxtalˈefe ˌasabˌɑnijjˈate ˈuː rɑ ʃˌenɑsˈɑiː kˈonad vˈa nˈɑm bebˈarad
 088 | کِرِسْتِنْ هَمْچِنینْ بِ دُرُسْتی دَرْ می‌یابَدْ کِ رَبیعْ می‌تَرْسَدْ مَبادا اَزْ دیدِ پِدَرَشْ بی‌اَرْزِشْ بِ نَظَرْ بِرِسَدْ  | kerˈesten hamtʃˈenin beː dorˈosti dˈar mijˈɑbad kˈeː rˈabiʔ mitˈarsad mabˈɑdˈɑ az dˈide pedˈaraʃ biˈarzeʃ beː nˈazar berˈesad
 089 | وَ دَرْ مَعْنایِ وَسیع‌تَرْ  | vˈa dˈar maʔnˈɑje vˈasiʔtˈar
 090 | اَزْ دیدِ دیگَرْ اَفْرادِ مُذَکَّرْ دارایِ قُدْرَتْ  | az dˈide dˈiɡar ˈaːfrˈɑde mozˈakkar dˈɑrˈɑje q1odrˈat
 091 | وَقْتی بَرایِ اَوَّلینْ بارْ  | vˈaq1ti bˌarɑjˈe avvˈalin bˈɑr
 092 | بِ دیدارِ پِدَرِ رَبیعْ  | beː didˈɑre pedˈare rˈabiʔ
 093 | دَرْ هُتِلِ جوْرْجْ می‌رَوَنْدْ  | dˈar hotˈele dʒˈordʒ mirˈavand
 094 | دَرْ راه‌یِ کِرِسْتِنِ بی‌مُقَدَّمِ دَرْ گوشِ‌یِ رَبیعْ نَجْوا می‌کُنَدْ  | dˈar rˈɑhjˈe kˌerestˈene bimˌoq1addˈameː dˈar ɡˈuːʃeːjˈe rˈabiʔ nˈadʒvɑ mikˈonad
 095 | پیشِ خوْدَتْ فَرْضْ کُنْ  | pˈiʃe xˌodat fˈarz kˈon
 096 | اَصْلَنْ اَهَمّیَتی نَدارِ کِ او راجِعْ بِ مَنْ چِ فِکْری می‌کُنِ  | ˈaːslan ˌahammiːjˈati nˈadˈɑreː kˈeː ˈuː rˈɑdʒeʔ beː man tʃeː fˈekri mikˈoneː
 097 | یا فَرْضَنْ حَتا راجِعْ بِ توْ  | jɑː fˈarzan hatˈɑ rˈɑdʒeʔ beː tˈo
 098 | رَبیعْ اِحْساسْ می‌کُنَدْ  | rˈabiʔ ˈehsɑs mikˈonad
 099 | اِنْگارْ با یِکْ دوسْتْ دَرْ روزِ روْشَنْ بِ جَنْگَلی بَرْ می‌گَرْدَدْ کِ شَبْ دَرْ آنْ تَنْها بودِ  | ˈenɡɑr bɑ jˈek dˈuːst dˈar rˈuːze rˈoʃan beː dʒanɡˈali bar miɡˈardad kˈeː ʃˈab dˈar ɑn tˈanhɑ bˈuːdeː
 100 | وَ می‌بینَدْ کِ موْجوداتِ دیوِ سیرَتی کِ قَبْلَنْ او را می‌تَرْسانْدَنْدْ  | vˈa mibˈinad kˈeː mˌodʒuːdˈɑte dˈive sirˈati kˈeː q1ˈablan ˈuː rɑ mitarsˈɑndand
 101 | دَرْ تَمامِ مُدَّتْ  | dˈar tamˈɑme mˌoddˈat
 102 | دَرْواقِعْ تَخْتِ‌یِ سَنْگ‌هایی بودِ‌اَنْدْ  | darvˈɑq1eʔ tˈaxteːjˈe sˈanɡhˈɑiː bˈuːdeːˈand
 103 | کِ سایه‌ها بِ شِکْلِ گُمْراهْ کُنَنْدِ‌ایِ رویِ‌شانْ اُفْتادِ_بودَنْدْ  | kˈeː sˈɑjehɑ beː ʃˈekle ɡˈomrɑh konˈandeːˌiːe rˈujeʃˈɑn oftˈɑdeː bˈuːdand
 104 | دَرْ اَوایِلِ دوْرانِ عاشِقی  | dˈar ˌavɑjˈele doːrˈɑne ˈɑʃeq1ˌi
 105 | شَخْصْ تا حَدّی  | ʃˈaxs tɑː hˈaddi
 106 | بِ آسایِشِ خاطِرِ مَحْضْ می‌رِسَدْ  | beː ˌɑsɑjˈeʃe xˈɑterˌe mˈahz mirˈesad
 107 | چِرا کِ باِلاَخَرِ تَوانِسْتِ  | tʃˈerɑ kˈeː bˌelaxˈareː tˈavɑnˌesteː
 108 | بِسْیاری اَزْ چیزْهایی را کِ قَبْلَنْ بِ حُکْمِ عُرْفْ لازِمْ بودِ  | besjˈɑri az tʃizhˈɑiː rɑ kˈeː q1ˈablan beː hˈokme ˈorf lˈɑzem bˈuːdeː
 109 | نَزْدِ خوْدْ پِنْهانْ نِگَهْ دارَدْ بَرْمَلا کُنَدْ  | nˈazde xod pˈenhɑn nˈeɡah dˈɑrad barmˈalɑ kˈonad
 110 | می‌تَوانْ مُعْتَقِدْ بودْ کِ ما آنْ قَدْری کِ جامِعِ گَمانْ می‌کُنَدْ  | mitˈavɑn moʔtˈaq1ed bˈuːd kˈeː mɑ ɑn q1ˈadri kˈeː dʒˈɑmeʔˈeː ɡamˈɑn mikˈonad
 111 | مُحْتَرَمْ وَ موَقَّرْ وَ مُتِعادِلِ مُتِعارِفْ نیسْتیمْ  | mˈohtˌaram vˈa movˈaq1q1ar vˈa mˌoteʔˈɑdelˌe mˌoteʔˈɑref nˈistim
 112 | مُمْکِنْ اَسْتْ بَچْگانِ رَفْتارْ کُنیمْ یا خیال‌بافِ طَخْزْ آرِزومَنْدْ مَنْفی‌بافِ آسیب‌پَذیرْ وَ چَنْدْبعُدی باشیمْ  | mˈomken ˈast batʃɡˈɑneː raftˈɑr kˈonim jɑː xiˈɑlbˈɑfe tˈaxz ˈɑrezˌumand mˈanfibˈɑfe ˈɑsibpˈazir vˈa tʃandbˈodi bˈɑʃim
 113 | اَمّا هَمِ‌یِ این‌ها را مَعْشوق‌مانْ اَزْ ما می‌پَذیرَدْ وَ دَرْکْ می‌کُنَدْ  | ˈammˌɑ hˈameːjˈe iːnhɑ rɑ mˈaʔʃuq1mˈɑn az mɑ mipazˈirad vˈa dˈark mikˈonad
 114 | ساعَتِ یازْدَه‌یِ شَبْ با این‌کِ شامْ خوْرْدَنْدْ دوْبارِ بَرایِ خوْرْدَنِ شامْ بیرونْ می‌رَوَنْدْ  | sɑʔˈate jˈɑzdahjˈe ʃˈab bɑ iːnkˈeː ʃˈɑm xˈordand dobˈɑreː bˌarɑjˈe xordˈane ʃˈɑm bˈiruːn mirˈavand
 115 | وَ اَزْ خانِ‌یِ اِسْتِیْکِ  | vˈa az xˈɑneːjˈe estˈejke
 116 | لوسْ آرْژانَتینیوسْ دَرْ خیابانِ پُرْسُدونْ کَبابْ دَنْدِ می‌گیرَنْدْ  | lˈuːs ˈɑrʒˈɑnatˌinijˌus dˈar xiˈɑbɑnˌe porsˈoduːn kabˈɑb dˈandeː miɡˈirand
 117 | بَعْدْ زیرِ نورْ ماهْ رویِ نیمْکَتی دَرْ پارْکِ مَدْوَزْ مَشْغولِ خوْرْدَنْ می‌شَوَنْدْ  | bˈaʔd zˈire nˈur mˈɑh rujˈe nimkˈati dˈar pˈɑrke mˈadvaz maʃq1ˈuːle xˈordan miʃˈavand
 118 | با لَهْجه‌هایِ خَنْدِ‌دارْ با هَمْ حَرْفْ می‌زَنَنْدْ  | bɑ lˈahdʒeːhɑjˈe xˈandeːdˈɑr bɑ hˈam hˈarf mizˈanand
 119 | کِرِسْتِنِ توریسْتی اَسْتْ اَهْلِ هامْبورْگْ کِ گُمْ شُدِ  | kˌerestˈene tuːrˈisti ˈast ˈaːhle hˈɑmburɡ kˈeː ɡˈom ʃˈodeː
 120 | وَ دُنْبالِ موزِ‌یِ هَنَرْهایِ مُدِرْنْ می‌گَرْدَدْ  | vˈa donbˈɑle mˈuzeːjˈe hˌanarhˈɑje mˈodern miɡˈardad
 121 | رَبیعْ کُمَکْ چَنْدانْ بِ او نِمی‌کُنَدْ  | rˈabiʔ kˈomak tʃˈandɑn beː ˈuː nˌemikˈonad
 122 | چوْنْ او یِکْ صَیّادِ لابِسْتَرِ  | tʃˈon ˈuː jˈek sajjˈɑde lˈɑbestˌare
 123 | اَهْلِ بَنْدَرِ اَبْرَدینِ اِسْکاتْلَنْدْ اَسْتْ  | ˈaːhle bandˈare ˈaːbradˌine eskˈɑtland ˈast
 124 | وَ لَهْجِ‌یِ عَجیب‌وَ‌غَریبْ کِرِسْتِنْ را  | vˈa lˈahdʒeːjˈe ˈaːdʒibvˈaq1ˈarib kerˈesten rˈɑ
 125 | نِمی‌فَهْمَدْ آن‌ها حالا دوْبارِ  | nˌemifˈahmad ɑnhɑ hˈɑlɑ dobˈɑreː
 126 | دَرْ حال‌وَ‌هَوایِ بازی‌گوشانِ‌یِ کودَکی‌شانْ هَسْتَنْدْ  | dˈar hˈɑlvˈahˈavɑjˌe bˈɑziɡuːʃˈɑneːjˈe kuːdˈakiʃˈɑn hˈastand
 127 | رویِ تَخْتْ وَرْجِ‌وورَجِ می‌کُنَنْدْ  | rujˈe tˈaxt vˈardʒeːvurˈadʒeː mikˈonand
 128 | بِ نوْبَتْ بِ هَمْ سَواری می‌دَهَنْدْ  | beː nˈoːbat beː hˈam savˈɑri midˈahand
 129 | با هَمْ راجِعْ بِ دیگَرانْ وِرّاجی می‌کُنَنْدْ  | bɑ hˈam rˈɑdʒeʔ beː diɡˈarɑn verrˈɑdʒi mikˈonand
 130 | بَعْدْ اَزْ بازْگَشْتْ اَزْ یِکْ مِهْمانی  | bˈaʔd az bˈɑzɡaʃt az jˈek mehmˈɑni
 131 | بی‌بِرّوبِرْگَرْدْ بِ اینْ نَتیجِ می‌رَسَنْدْ کِ دَرْ تَمامِ مِهْمان‌هایِ دیگَرْ  | bibˌerrobˈerɡard beː iːn nˈatidʒˌeː mirˈasand kˈeː dˈar tamˈɑme mˈehmɑnhɑjˈe dˈiɡar
 132 | عِیْب‌وَ‌ایرادی بودِ  | ˈejbvˈaiːrˈɑdi bˈuːdeː
 133 | وَ وَفاداریِ آنْ دوْ بِ یِک‌دیگَرْ  | vˈa vafˈɑdɑrˌie ɑn dˈo beː jˈekdˈiɡar
 134 | با بی وَفایی روزافْزون‌شانْ بِ دیگَرانْ  | bɑ bi vafˈɑiː ruːzˈɑfzuːnʃˈɑn beː diɡˈarɑn
 135 | عَمیق‌تَرْ می‌شَوَدْ  | ˈaːmiq1tar miʃavˈad
 136 | آن‌ها  | ɑnhˈɑ
 137 | اَزْ دوْ رویی‌هایِ زِنْدِگیِ روزْمَرِّ بی‌زارَنْدْ  | az dˈo rˈuiːhɑjˈe zˈendeɡˌie ruzmˈarreː bizˈɑrand
 138 | چیزی وُجودْ نَدارَدْ کِ بِخواهَنْدْ سَرِ آنْ کوتاهْ بیایَنْدْ  | tʃˈizi vˈodʒuːd nˈadɑrˌad kˈeː bexˈɑhand sˈare ɑn kuːtˈɑh biˈɑjand
 139 | هَرْدوْ مُشْتَرَکَنْ حِسْ می‌کُنَنْدْ  | hˈardo mˌoʃtarˈakan hˈes mikˈonand
